part_number,part_name,classification,subsystem,included,exclusion_reason,classification_rationale,source_geometry_path,render_png_path,camera_view_note,timestamp,png_sha256,render_status,unrenderable_reason,source_commit_sha,geometry_state,tessellation_tolerance_mm,triangle_count,occurrence_count,occurrence_ids,function_summary,material,manufacturer,cad_classification,volume_mm3,solid_count,face_count
WP04-LATCH-SEAR-R2,CAPTIVE RADIAL FOLLOWER SEAR PLUNGER WITH RETAINING RING,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-LATCH-SEAR-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-LATCH-SEAR-R2.png,"Orthographic hero view; source axes xyz -> display axes xyz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f12a40d3f10eead8a7a59a30b1049b59c9780e8b0c59349d54c1f0d81e48744d,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.023677837739117986,2516,1,WP04-SEAR-001,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,81.94946538650215,1,11
WP04-LATCH-SUPPORT-R2,GUIDE-RAIL-3 TO LATCH TWO-SCREW SUPPORT BLADE,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-LATCH-SUPPORT-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-LATCH-SUPPORT-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,bcff234ba210736d3e52a599f928864805991b1ea193f5679cd9702bff747668,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.04006040014106511,1592,1,LATCH-SUPPORT-BRACKET,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,161.9617958284251,1,15
WP04-MOVING-GUIDE-SLEEVE-R2,FOLLOWER-MOUNTED INNER TELESCOPING SPRING GUIDE SLEEVE,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-MOVING-GUIDE-SLEEVE-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-MOVING-GUIDE-SLEEVE-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,9459fbdcf235dba978c0ff65a74c93c1e56bc42d4da41117057a304eb7de115b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.2282476724963477,6564,1,WP04-MOVING-SLEEVE,Guides and reacts the ejector/follower stroke while controlling rotation and alignment.,PEEK,STINGRAY custom,DRAWING_DERIVED,5187.600422333624,1,20
WP04-RB-001-R2,SPRING REACTION BULKHEAD WITH GUIDE-RAIL BORES AND PERMANENT SHELL LAND,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-RB-001-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-RB-001-R2.png,"Orthographic hero view; source axes xyz -> display axes yzx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,7fe8daad28a5d055f5e81573a02e7ddd33ea1075e8a6aa1324b9f5205da8c12c,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1435293937584566,6470,1,WP04-REACTION-BULKHEAD,Closes the body envelope while carrying the modeled apertures and local interfaces.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,9293.479818783864,2,58
WP04-RHP-001-R2,INTEGRAL STRUCTURAL RING AND RECOVERY HARDPOINT LUG,MAKE,Load path / recovery attachment,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP04-RHP-001-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP04-RHP-001-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,0f605fedb2dd81331d8705d01cd98e9d823b02a222090edb48797ad5f9994200,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.15182160584053903,2960,1,BODY-HARDPOINT-001,Carries or retains the recovery load path between the buoy harness and rigid body hardpoint.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,5741.398714645307,3,50
WP05-DOOR-LANYARD-R2,CAPTIVE DOOR LANYARD WITH SWAGED EYES,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(DEPLOYED)/PartCatalog[WP05-DOOR-LANYARD-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP05-DOOR-LANYARD-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,76eb538e7280a90a26c4541cc5b67331e01ea583b7492005b7e782755a387d46,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,DEPLOYED,0.11877906572954673,86736,1,WP05-DOOR-LANYARD,Closes and services the aft ejection opening while remaining captive during deployment.,HMPE rope,STINGRAY custom,DRAWING_DERIVED,272.10233956537945,1,30
WP05-DOOR-R2,CAPTIVE LOW-FORCE AFT DOOR WITH HINGE AND LANYARD EYE,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP05-DOOR-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP05-DOOR-R2.png,"Orthographic hero view; source axes xyz -> display axes xzy; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,985539ba62e0707be264e69d761f80c7ba2d0dbe84160eb4cbd9f50bc55dc51b,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.1447400432441555,15984,1,WP05-DOOR-001,Closes and services the aft ejection opening while remaining captive during deployment.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,5383.387700186983,1,28
WP05-HINGE-CRESCENT-RING-R2,3 MM HINGE-PIN EXTERNAL CRESCENT RETAINER,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP05-HINGE-CRESCENT-RING-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP05-HINGE-CRESCENT-RING-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,245c84a004f50e9ebd9bc684ffd3a929d0cdaeac48e9f53c078d700960185e44,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.013395127476056066,868,1,WP05-HINGE-CLIP,Closes and services the aft ejection opening while remaining captive during deployment.,1.4310 stainless spring steel,STINGRAY custom,DRAWING_DERIVED,3.9464360168101154,1,8
WP05-HINGE-PIN-R2,DOOR HINGE PIN WITH EXTERNAL RETAINER,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP05-HINGE-PIN-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP05-HINGE-PIN-R2.png,"Orthographic hero view; source axes xyz -> display axes yxz; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,6ea1619c4a47006144992da8d4b282df0272248b2314ba726a6c68fe2f2aec76,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.034985711369071804,2012,1,WP05-HINGE-PIN,Closes and services the aft ejection opening while remaining captive during deployment.,17-4PH stainless steel,STINGRAY custom,DRAWING_DERIVED,124.69177591638739,1,9
WP05-SERVICE-THROAT-R2,AFT SERVICE THROAT WITH CONTROLLED DETENT BORES,MAKE,Body ejection / buoy extraction,true,,Included: unique modeled functional part definition; inclusion favored when ambiguous.,C:/Users/ANDRE.ANDREWSPC/Documents/Codex/2026-08-23/stingray-i5-s-df8-state-parity/work/r2_source/build_r2.py::build_state(STOWED)/PartCatalog[WP05-SERVICE-THROAT-R2].shape @ 61a58cbbccd0aae7a747b2a73046142cf1f44511,docs/presentations/stingray_df8_mechanical_breakdown/renders/MAKE_WP05-SERVICE-THROAT-R2.png,"Orthographic hero view; source axes xyz -> display axes zyx; fixed elev=23.0 deg, azim=-55.0 deg; fixed neutral Lambert lighting.",2026-08-23T12:36:47-05:00,f2fc25a6bfa772550a32134ca085a8448f391ce78eb09a3e9c889e03a7806b8f,RENDERED,,61a58cbbccd0aae7a747b2a73046142cf1f44511,STOWED,0.2581398849701456,13566,1,WP05-SERVICE-THROAT,Closes and services the aft ejection opening while remaining captive during deployment.,Ti-6Al-4V,STINGRAY custom,DRAWING_DERIVED,42710.5060522286,1,72
